BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME;TRADE_SESSION_DATE
SNDX;IMOEX;17.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2196,84;2225,26;2226,49;2196,84;31460321183;0;0;2;1,07E+13;RUB;4872878800;3;;17.01.2023
SNDX;IMOEX;18.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2196,26;2188,9;2206,66;2177,65;24434857168;0;0;2;1,07E+13;RUB;4872878800;3;;18.01.2023
SNDX;IMOEX;19.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2168,83;2190,02;2193,93;2162,11;25621313385;0;0;2;1,06E+13;RUB;4872878800;3;;19.01.2023
SNDX;IMOEX;20.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2166,69;2167,61;2173,71;2154,37;18882607247;0;0;2;1,06E+13;RUB;4872878800;3;;20.01.2023
SNDX;IMOEX;23.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2185,31;2167,92;2186,85;2164,89;23076679749;0;0;2;1,06E+13;RUB;4872878800;3;;23.01.2023
SNDX;IMOEX;24.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2172,75;2191,64;2199,29;2172,75;29120905167;0;0;2;1,06E+13;RUB;4872878800;3;;24.01.2023
SNDX;IMOEX;25.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2170,15;2168,48;2176,61;2160,76;22637391195;0;0;2;1,06E+13;RUB;4872878800;3;;25.01.2023
SNDX;IMOEX;26.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2166,92;2181,96;2183,77;2166,92;22684239621;0;0;2;1,06E+13;RUB;4872878800;3;;26.01.2023
SNDX;IMOEX;27.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2189,35;2174,85;2189,35;2167,33;22277273691;0;0;2;1,07E+13;RUB;4872878800;3;;27.01.2023
SNDX;IMOEX;30.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2204,41;2193,99;2204,41;2189,12;25349957927;0;0;2;1,07E+13;RUB;4872878800;3;;30.01.2023
SNDX;IMOEX;31.01.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2225,6;2203,57;2225,6;2202,76;33469998785;0;0;2;1,08E+13;RUB;4872878800;3;;31.01.2023
SNDX;IMOEX;01.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2230,15;2232,02;2247,12;2224,95;39359470584;0;0;2;1,09E+13;RUB;4872878800;3;;01.02.2023
SNDX;IMOEX;02.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2243,54;2243,04;2249,56;2228,56;32836232460;0;0;2;1,09E+13;RUB;4872878800;3;;02.02.2023
SNDX;IMOEX;03.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2248,3;2239,1;2253,7;2216,63;43326732162;0;0;2;1,10E+13;RUB;4872878800;3;;03.02.2023
SNDX;IMOEX;06.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2272,37;2245,93;2276,5;2243,77;41978396753;0;0;2;1,11E+13;RUB;4872878800;3;;06.02.2023
SNDX;IMOEX;07.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2267,69;2281,69;2290,51;2262,3;41070831271;0;0;2;1,11E+13;RUB;4872878800;3;;07.02.2023
SNDX;IMOEX;08.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2251,97;2273,59;2283,49;2244,52;36352162036;0;0;2;1,10E+13;RUB;4872878800;3;;08.02.2023
SNDX;IMOEX;09.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2262,45;2258,97;2269,96;2241,02;36719582060;0;0;2;1,10E+13;RUB;4872878800;3;;09.02.2023
SNDX;IMOEX;10.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2261,58;2253,51;2264,39;2249,62;20751973737;0;0;2;1,10E+13;RUB;4872878800;3;;10.02.2023
SNDX;IMOEX;13.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2264,27;2262,65;2271;2261,37;18435819332;0;0;2;1,10E+13;RUB;4872878800;3;;13.02.2023
SNDX;IMOEX;14.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2232,23;2256,59;2256,96;2225,94;31061645096;0;0;2;1,09E+13;RUB;4872878800;3;;14.02.2023
SNDX;IMOEX;15.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2166,46;2216,69;2216,69;2164,7;42803893942;0;0;2;1,06E+13;RUB;4872878800;3;;15.02.2023
SNDX;IMOEX;16.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2153,96;2169,39;2186,64;2150,17;33206834832;0;0;2;1,05E+13;RUB;4872878800;3;;16.02.2023
SNDX;IMOEX;17.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2168,88;2157,5;2180,96;2147,31;23626925960;0;0;2;1,06E+13;RUB;4872878800;3;;17.02.2023
SNDX;IMOEX;20.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2183,57;2172,53;2186,39;2140,78;30085172954;0;0;2;1,06E+13;RUB;4872878800;3;;20.02.2023
SNDX;IMOEX;21.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2212,42;2184,6;2227,82;2184,51;49606379523;0;0;2;1,08E+13;RUB;4872878800;3;;21.02.2023
SNDX;IMOEX;22.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2212,4;2215,43;2215,58;2194,99;20589616472;0;0;2;1,08E+13;RUB;4872878800;3;;22.02.2023
SNDX;IMOEX;24.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2208,03;2209,1;2223,23;2202,25;18979268125;0;0;2;1,08E+13;RUB;4872878800;3;;24.02.2023
SNDX;IMOEX;27.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2241,1;2194,39;2241,1;2188,95;36711171319;0;0;2;1,09E+13;RUB;4872878800;3;;27.02.2023
SNDX;IMOEX;28.02.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2253,16;2246,26;2258,68;2239,59;37023209048;0;0;2;1,10E+13;RUB;4872878800;3;;28.02.2023
SNDX;IMOEX;01.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2279,65;2258,89;2287,48;2255,45;40016502887;0;0;2;1,11E+13;RUB;4872878800;3;;01.03.2023
SNDX;IMOEX;02.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2254,3;2284,87;2286,27;2235,43;50749873558;0;0;2;1,10E+13;RUB;4872878800;3;;02.03.2023
SNDX;IMOEX;03.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2272,2;2250,12;2273,52;2249,81;26705003484;0;0;2;1,11E+13;RUB;4872878800;3;;03.03.2023
SNDX;IMOEX;06.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2294,12;2286,2;2297,86;2283,4;33614803021;0;0;2;1,12E+13;RUB;4872878800;3;;06.03.2023
SNDX;IMOEX;07.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2295,6;2294,32;2298,93;2281,46;24580193073;0;0;2;1,12E+13;RUB;4872878800;3;;07.03.2023
SNDX;IMOEX;09.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2290,14;2295,03;2302,1;2278,95;28764398016;0;0;2;1,12E+13;RUB;4872878800;3;;09.03.2023
SNDX;IMOEX;10.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2276,25;2272,61;2283,18;2266,33;28442547978;0;0;2;1,11E+13;RUB;4872878800;3;;10.03.2023
SNDX;IMOEX;13.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2269,47;2279,13;2289,7;2250,14;40590100977;0;0;2;1,11E+13;RUB;4872878800;3;;13.03.2023
SNDX;IMOEX;14.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2290,32;2266,78;2290,32;2261,65;37222691640;0;0;2;1,12E+13;RUB;4872878800;3;;14.03.2023
SNDX;IMOEX;15.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2262,07;2287,16;2295,06;2257;40845107271;0;0;2;1,10E+13;RUB;4872878800;3;;15.03.2023
SNDX;IMOEX;16.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2258,22;2262,61;2269,01;2236,77;35593046391;0;0;2;1,10E+13;RUB;4872878800;3;;16.03.2023
SNDX;IMOEX;17.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2322,78;2284,78;2322,78;2275,48;1,08E+11;0;0;2;7,94E+12;RUB;3416313660;3;;17.03.2023
SNDX;IMOEX;20.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2397,16;2337,83;2397,16;2332,8;84163284262;0;0;2;8,19E+12;RUB;3416313660;3;;20.03.2023
SNDX;IMOEX;21.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2398,15;2417,43;2431,23;2383,08;74773280094;0;0;2;8,19E+12;RUB;3416313660;3;;21.03.2023
SNDX;IMOEX;22.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2393,88;2387,81;2398,76;2374,46;34290916793;0;0;2;8,18E+12;RUB;3416313660;3;;22.03.2023
SNDX;IMOEX;23.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2388,35;2386,7;2396,5;2379,88;23579664336;0;0;2;8,16E+12;RUB;3416313660;3;;23.03.2023
SNDX;IMOEX;24.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2391,53;2386,53;2394,03;2384,29;20820009237;0;0;2;8,17E+12;RUB;3416313660;3;;24.03.2023
SNDX;IMOEX;27.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2440,68;2400,84;2440,68;2400,84;47214135240;0;0;2;8,34E+12;RUB;3416313660;3;;27.03.2023
SNDX;IMOEX;28.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2442,19;2453,26;2458,37;2421,39;41688810662;0;0;2;8,34E+12;RUB;3416313660;3;;28.03.2023
SNDX;IMOEX;29.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2460,87;2449,96;2468,48;2437,52;45339433903;0;0;2;8,41E+12;RUB;3416313660;3;;29.03.2023
SNDX;IMOEX;30.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2465,93;2458,06;2467,97;2450,46;29588518564;0;0;2;8,42E+12;RUB;3416313660;3;;30.03.2023
SNDX;IMOEX;31.03.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2450,67;2470,12;2472,53;2424,45;49152762590;0;0;2;8,37E+12;RUB;3416313660;3;;31.03.2023
SNDX;IMOEX;03.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2473,32;2474,37;2482,54;2463;48168034561;0;0;2;8,45E+12;RUB;3416313660;3;;03.04.2023
SNDX;IMOEX;04.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2480,45;2483,47;2511,49;2479,24;61460346597;0;0;2;8,47E+12;RUB;3416313660;3;;04.04.2023
SNDX;IMOEX;05.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2500,8;2489,18;2500,8;2465,77;46265010870;0;0;2;8,54E+12;RUB;3416313660;3;;05.04.2023
SNDX;IMOEX;06.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2498,3;2504,06;2521,81;2498,3;43371731594;0;0;2;8,53E+12;RUB;3416313660;3;;06.04.2023
SNDX;IMOEX;07.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2508,39;2504,04;2511,95;2491,37;28962641538;0;0;2;8,57E+12;RUB;3416313660;3;;07.04.2023
SNDX;IMOEX;10.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2547,35;2523,2;2548,41;2523,2;51000274968;0;0;2;8,70E+12;RUB;3416313660;3;;10.04.2023
SNDX;IMOEX;11.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2533,69;2560,04;2577,51;2515,83;82411991848;0;0;2;8,66E+12;RUB;3416313660;3;;11.04.2023
SNDX;IMOEX;12.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2538,47;2538,62;2554,77;2520,65;39292795917;0;0;2;8,67E+12;RUB;3416313660;3;;12.04.2023
SNDX;IMOEX;13.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2544,28;2546,98;2557,58;2528,06;31298785613;0;0;2;8,69E+12;RUB;3416313660;3;;13.04.2023
SNDX;IMOEX;14.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2554,85;2546,93;2554,85;2532,39;33758690385;0;0;2;8,73E+12;RUB;3416313660;3;;14.04.2023
SNDX;IMOEX;17.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2596,11;2572,54;2596,45;2572,54;48786704258;0;0;2;8,87E+12;RUB;3416313660;3;;17.04.2023
SNDX;IMOEX;18.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2615,62;2601,34;2615,62;2586,05;55299787220;0;0;2;8,94E+12;RUB;3416313660;3;;18.04.2023
SNDX;IMOEX;19.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2606,55;2617,91;2629,01;2584,96;75124691893;0;0;2;8,90E+12;RUB;3416313660;3;;19.04.2023
SNDX;IMOEX;20.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2637,85;2600,71;2640,78;2565,61;75946446478;0;0;2;9,01E+12;RUB;3416313660;3;;20.04.2023
SNDX;IMOEX;21.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2639,95;2640,99;2648,21;2626,94;57200329084;0;0;2;9,02E+12;RUB;3416313660;3;;21.04.2023
SNDX;IMOEX;24.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2635,43;2636,76;2651,8;2609,4;39712592822;0;0;2;9,00E+12;RUB;3416313660;3;;24.04.2023
SNDX;IMOEX;25.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2626,86;2639,67;2642,12;2619,67;32157208711;0;0;2;8,97E+12;RUB;3416313660;3;;25.04.2023
SNDX;IMOEX;26.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2620,33;2625,62;2631,13;2614,98;31901400374;0;0;2;8,95E+12;RUB;3416313660;3;;26.04.2023
SNDX;IMOEX;27.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2646,18;2620,65;2646,18;2617,04;58564323144;0;0;2;9,04E+12;RUB;3416313660;3;;27.04.2023
SNDX;IMOEX;28.04.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2634,94;2653,93;2657,9;2608,02;51130716753;0;0;2;9,00E+12;RUB;3416313660;3;;28.04.2023
SNDX;IMOEX;02.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2580,51;2623,29;2635,53;2560,09;63970845686;0;0;2;8,82E+12;RUB;3416313660;3;;02.05.2023
SNDX;IMOEX;03.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2532,42;2585,4;2586,17;2532,42;54409373738;0;0;2;8,65E+12;RUB;3416313660;3;;03.05.2023
SNDX;IMOEX;04.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2524,51;2524,97;2547,2;2524,36;38680596603;0;0;2;8,62E+12;RUB;3416313660;3;;04.05.2023
SNDX;IMOEX;05.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2538,24;2544,47;2555,39;2529,08;35453025874;0;0;2;8,67E+12;RUB;3416313660;3;;05.05.2023
SNDX;IMOEX;08.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2527,59;2528,74;2538,23;2513,84;20351667294;0;0;2;8,64E+12;RUB;3416313660;3;;08.05.2023
SNDX;IMOEX;10.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2548,63;2483,92;2556,67;2483,79;70959379220;0;0;2;8,71E+12;RUB;3416313660;3;;10.05.2023
SNDX;IMOEX;11.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2595,12;2573,41;2610,8;2567,98;74640203057;0;0;2;8,87E+12;RUB;3416313660;3;;11.05.2023
SNDX;IMOEX;12.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2565,17;2570,65;2584,91;2552,05;37663735251;0;0;2;8,76E+12;RUB;3416313660;3;;12.05.2023
SNDX;IMOEX;15.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2611,07;2581,64;2611,71;2581,64;43944338845;0;0;2;8,92E+12;RUB;3416313660;3;;15.05.2023
SNDX;IMOEX;16.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2633,71;2645,94;2655,73;2621,59;42646373333;0;0;2;9,00E+12;RUB;3416313660;3;;16.05.2023
SNDX;IMOEX;17.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2634,48;2637,51;2646,61;2623,15;38940434445;0;0;2;9,00E+12;RUB;3416313660;3;;17.05.2023
SNDX;IMOEX;18.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2632,91;2650,12;2658,57;2624,49;59453341863;0;0;2;8,99E+12;RUB;3416313660;3;;18.05.2023
SNDX;IMOEX;19.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2626,16;2627,59;2635,8;2612,47;58915837809;0;0;2;8,97E+12;RUB;3416313660;3;;19.05.2023
SNDX;IMOEX;22.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2633,26;2648,3;2652,97;2622,35;47631848455;0;0;2;9,00E+12;RUB;3416313660;3;;22.05.2023
SNDX;IMOEX;23.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2641,66;2641,05;2648,69;2607,63;71936165174;0;0;2;9,02E+12;RUB;3416313660;3;;23.05.2023
SNDX;IMOEX;24.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2654,99;2643,73;2659,68;2626,43;71756125245;0;0;2;9,07E+12;RUB;3416313660;3;;24.05.2023
SNDX;IMOEX;25.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2649,98;2662,85;2663,51;2631,03;66820699399;0;0;2;9,05E+12;RUB;3416313660;3;;25.05.2023
SNDX;IMOEX;26.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2682,03;2650,38;2685,14;2645,54;52536425210;0;0;2;9,16E+12;RUB;3416313660;3;;26.05.2023
SNDX;IMOEX;29.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2732;2697,46;2732;2697,46;66140079776;0;0;2;9,33E+12;RUB;3416313660;3;;29.05.2023
SNDX;IMOEX;30.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2698,75;2712,04;2748,6;2687,81;90132343989;0;0;2;9,22E+12;RUB;3416313660;3;;30.05.2023
SNDX;IMOEX;31.05.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2717,64;2698,11;2718,27;2676,27;58274293697;0;0;2;9,28E+12;RUB;3416313660;3;;31.05.2023
SNDX;IMOEX;01.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2721,73;2720,21;2729,97;2709,33;43398021906;0;0;2;9,30E+12;RUB;3416313660;3;;01.06.2023
SNDX;IMOEX;02.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2719,48;2684,59;2720,47;2684,59;66776774006;0;0;2;9,29E+12;RUB;3416313660;3;;02.06.2023
SNDX;IMOEX;05.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2694,14;2726,17;2738,82;2679,3;76307627682;0;0;2;9,20E+12;RUB;3416313660;3;;05.06.2023
SNDX;IMOEX;06.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2681,25;2667,76;2687,41;2628;76433900155;0;0;2;9,16E+12;RUB;3416313660;3;;06.06.2023
SNDX;IMOEX;07.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2694,69;2690,94;2711,72;2674,11;55873417951;0;0;2;9,21E+12;RUB;3416313660;3;;07.06.2023
SNDX;IMOEX;08.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2709,69;2693,6;2709,69;2688,31;38267334626;0;0;2;9,26E+12;RUB;3416313660;3;;08.06.2023
SNDX;IMOEX;09.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2708,04;2717,2;2721,84;2705,24;39244085183;0;0;2;9,25E+12;RUB;3416313660;3;;09.06.2023
SNDX;IMOEX;13.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2757,28;2715,31;2757,28;2715,15;52360263412;0;0;2;9,42E+12;RUB;3416313660;3;;13.06.2023
SNDX;IMOEX;14.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2765,18;2777,2;2786,06;2758,35;59477469249;0;0;2;9,45E+12;RUB;3416313660;3;;14.06.2023
SNDX;IMOEX;15.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2800,17;2776,77;2809,42;2764,89;70674603850;0;0;2;9,57E+12;RUB;3416313660;3;;15.06.2023
SNDX;IMOEX;16.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2800,79;2809,28;2813,74;2783,71;46090977475;0;0;2;4,74E+12;RUB;1691971867;3;;16.06.2023
SNDX;IMOEX;19.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2815,07;2808,04;2816,57;2783,69;67392787319;0;0;2;4,76E+12;RUB;1691971867;3;;19.06.2023
SNDX;IMOEX;20.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2803,69;2810,14;2814,72;2778;57147026334;0;0;2;4,74E+12;RUB;1691971867;3;;20.06.2023
SNDX;IMOEX;21.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2819,3;2808,87;2821,88;2794,68;45230035006;0;0;2;4,77E+12;RUB;1691971867;3;;21.06.2023
SNDX;IMOEX;22.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2815,83;2817,3;2820,43;2805,92;34384928911;0;0;2;4,76E+12;RUB;1691971867;3;;22.06.2023
SNDX;IMOEX;23.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2795,06;2790,04;2795,06;2767,82;44229380378;0;0;2;4,73E+12;RUB;1691971867;3;;23.06.2023
SNDX;IMOEX;26.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2757,13;2771,52;2784,28;2741,33;55763545917;0;0;2;4,66E+12;RUB;1691971867;3;;26.06.2023
SNDX;IMOEX;27.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2776,63;2759,61;2785,33;2743,07;54247868187;0;0;2;4,70E+12;RUB;1691971867;3;;27.06.2023
SNDX;IMOEX;28.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2780,92;2781,1;2787,52;2766,93;50203546475;0;0;2;4,71E+12;RUB;1691971867;3;;28.06.2023
SNDX;IMOEX;29.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2796,41;2790,27;2804,8;2783,53;45359611885;0;0;2;4,73E+12;RUB;1691971867;3;;29.06.2023
SNDX;IMOEX;30.06.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2797,37;2796;2800,12;2779,61;43918551470;0;0;2;4,73E+12;RUB;1691971867;3;;30.06.2023
SNDX;IMOEX;03.07.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2793,93;2795,58;2804,93;2790,81;53480309454;0;0;2;4,73E+12;RUB;1691971867;3;;03.07.2023
SNDX;IMOEX;04.07.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2808,22;2798,02;2808,22;2776,79;50001620296;0;0;2;4,75E+12;RUB;1691971867;3;;04.07.2023
SNDX;IMOEX;05.07.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2805;2795,4;2813,76;2795,4;40919409058;0;0;2;4,75E+12;RUB;1691971867;3;;05.07.2023
SNDX;IMOEX;06.07.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2819,6;2816,74;2837,49;2813,38;49025725833;0;0;2;4,77E+12;RUB;1691971867;3;;06.07.2023
SNDX;IMOEX;07.07.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2832,51;2823,89;2832,82;2814,38;35233849809;0;0;2;4,79E+12;RUB;1691971867;3;;07.07.2023
SNDX;IMOEX;10.07.2023;Èíäåêñ ÌîñÁèðæè;Èíäåêñ ÌîñÁèðæè;2856,76;2838,85;2864,32;2838,52;87970608407;0;0;2;4,83E+12;RUB;1691971867;3;;10.07.2023
